NAME,FG,FGA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
Michael Jordan,9,19,7,7,3,7,10,6,3,1,4,25
Michael Jordan,12,20,7,8,6,5,9,4,5,2,5,31
Michael Jordan,11,22,6,11,3,6,5,6,4,3,2,28
Michael Jordan,17,23,11,14,1,2,8,4,0,1,3,45
Michael Jordan,19,35,4,5,2,2,6,3,1,0,0,42
Michael Jordan,12,24,4,6,3,1,7,1,2,4,3,28
Michael Jordan,12,26,12,13,4,6,10,4,4,3,3,36
Michael Jordan,13,19,7,10,0,3,7,5,0,2,4,33
Michael Jordan,14,22,10,10,0,3,4,3,1,2,0,38
Michael Jordan,17,25,8,8,0,4,13,4,4,2,2,42
Michael Jordan,13,19,10,13,3,4,8,3,1,2,5,36
Michael Jordan,13,26,7,10,2,5,5,2,1,6,5,34
Michael Jordan,12,21,12,12,2,2,7,2,1,2,5,37
Michael Jordan,14,18,4,5,0,1,4,10,2,3,1,32
Michael Jordan,10,17,8,8,1,4,4,2,4,5,3,28
Michael Jordan,13,31,11,15,0,5,3,5,2,4,4,37
Michael Jordan,14,26,11,11,1,1,4,3,1,3,3,39
Michael Jordan,14,27,9,11,1,4,8,0,1,0,1,37
Michael Jordan,7,22,6,8,1,6,9,4,0,2,4,20
Michael Jordan,10,23,14,15,2,2,4,1,3,3,3,34
Michael Jordan,9,19,9,10,0,6,8,0,0,3,3,27
Michael Jordan,9,22,9,10,0,2,2,3,2,4,0,27
Michael Jordan,13,22,6,8,3,10,8,5,2,2,2,32
Michael Jordan,19,27,11,14,2,1,3,3,3,5,2,49
Michael Jordan,16,31,14,15,1,3,9,3,1,3,3,46
Michael Jordan,11,29,17,20,2,7,5,4,2,0,4,39
Michael Jordan,21,34,10,12,2,6,3,2,3,6,5,52
Michael Jordan,16,27,6,8,1,1,3,3,3,3,5,38
Michael Jordan,13,22,9,13,1,4,4,2,0,3,1,35
Michael Jordan,15,29,6,9,0,10,7,3,2,5,4,36
Michael Jordan,9,13,3,4,0,6,4,4,2,2,2,21
Michael Jordan,12,24,14,16,1,9,3,1,0,4,4,38
Michael Jordan,17,34,4,4,5,4,7,3,1,2,2,38
Michael Jordan,9,22,10,12,3,4,6,0,0,2,2,28
Michael Jordan,17,29,4,7,4,2,1,2,1,2,2,38
Michael Jordan,10,23,5,5,3,1,5,0,2,3,2,25
Michael Jordan,19,32,11,11,2,3,9,5,1,1,4,50
Michael Jordan,10,18,6,8,0,4,7,1,1,5,4,26
Michael Jordan,20,35,9,12,5,8,2,0,2,0,4,49
Michael Jordan,14,29,11,13,2,6,7,2,4,3,3,39
Michael Jordan,16,27,6,9,0,3,2,3,4,6,2,38
Michael Jordan,8,17,10,12,1,3,4,2,2,6,3,26
Michael Jordan,15,25,6,6,2,4,4,6,0,2,3,36
Michael Jordan,13,30,11,13,4,7,7,3,0,3,5,38
Michael Jordan,21,27,17,19,2,2,6,2,2,1,4,59
Michael Jordan,12,20,5,8,1,2,1,4,2,6,4,29
Michael Jordan,12,22,13,13,1,5,6,3,1,5,5,37
Michael Jordan,13,24,14,18,3,3,3,8,1,3,4,40
Michael Jordan,12,28,11,12,2,4,3,3,1,2,3,35
Michael Jordan,11,20,6,8,0,0,4,2,0,3,5,28
Michael Jordan,17,29,10,14,1,2,6,4,3,2,4,44
Michael Jordan,18,27,11,13,3,2,2,2,1,6,4,47
Michael Jordan,17,33,5,6,3,0,8,2,1,4,5,39
Michael Jordan,12,26,2,2,1,0,7,4,1,2,5,26
Michael Jordan,16,25,14,15,0,6,6,1,1,3,3,46
Michael Jordan,16,29,7,9,1,5,7,0,0,1,4,42
Michael Jordan,5,12,5,7,0,0,3,3,1,0,4,15
Michael Jordan,13,19,9,9,1,3,5,4,0,1,2,38
Michael Jordan,12,24,1,2,0,5,3,0,0,3,3,29
Michael Jordan,11,23,14,15,2,1,7,1,1,3,3,36
Michael Jordan,8,20,4,5,2,5,6,2,0,2,4,23
Michael Jordan,7,10,5,7,1,6,2,1,0,1,2,20
Michael Jordan,7,16,4,4,1,2,3,4,0,5,3,18
Michael Jordan,12,25,12,13,0,8,5,2,2,0,3,36
Michael Jordan,15,27,7,8,2,7,2,4,0,5,5,38
Michael Jordan,9,21,14,17,0,8,6,1,0,4,3,34
Michael Jordan,6,19,10,11,2,3,4,2,0,4,1,22
Michael Jordan,13,22,7,8,1,2,8,4,0,4,3,33
Michael Jordan,14,26,1,2,1,2,4,3,0,2,1,29
Michael Jordan,13,22,11,14,5,6,5,4,1,2,3,37
Michael Jordan,8,27,6,6,0,3,8,0,0,0,3,22
Michael Jordan,11,23,6,6,1,4,6,3,1,1,4,28
Michael Jordan,16,28,13,16,3,2,4,2,0,2,3,45
Michael Jordan,15,30,2,6,3,3,2,2,1,4,3,36
Michael Jordan,8,16,5,5,1,2,1,0,0,3,3,22
Michael Jordan,5,20,10,10,2,5,6,5,1,3,2,20
Michael Jordan,16,27,5,8,0,6,3,5,0,2,2,37
Michael Jordan,12,23,8,8,1,3,4,1,0,0,1,32
Michael Jordan,9,19,7,7,3,7,5,3,0,2,1,27
Michael Jordan,12,22,5,5,1,6,8,3,1,2,2,30
Michael Jordan,11,28,7,9,2,8,4,1,2,2,3,30
Michael Jordan,8,20,13,18,3,4,3,3,0,4,4,29
Michael Jordan,14,27,4,6,2,5,6,4,1,5,3,33
Michael Jordan,17,29,3,4,3,5,5,3,0,1,3,38
Michael Jordan,11,20,5,7,1,4,5,1,0,1,1,27
Michael Jordan,10,20,10,12,1,1,3,3,1,0,2,32
Michael Jordan,14,25,6,7,1,13,5,0,1,4,2,35
Michael Jordan,18,28,7,7,3,7,2,1,1,2,1,48
Michael Jordan,16,31,11,11,0,4,2,1,0,5,5,46
Michael Jordan,13,22,4,6,3,4,2,3,0,1,1,32
Michael Jordan,14,28,6,8,4,5,2,1,0,1,0,38
Michael Jordan,12,23,9,11,3,5,4,2,1,3,1,36
Michael Jordan,13,23,4,5,1,5,4,3,0,2,1,33
Michael Jordan,4,10,4,6,1,2,6,0,0,1,4,12
Michael Jordan,10,21,4,5,4,5,4,3,2,8,4,25
Michael Jordan,13,25,5,7,3,3,6,3,1,2,5,31
Michael Jordan,7,26,7,8,3,5,1,4,0,2,3,22
Michael Jordan,7,16,13,14,0,2,1,2,1,4,4,27
Michael Jordan,8,17,1,1,3,4,7,1,0,3,2,17
Michael Jordan,13,29,9,11,0,3,4,3,1,4,1,39
Michael Jordan,9,22,10,17,2,0,6,3,0,3,5,28
Michael Jordan,15,31,10,13,6,5,6,3,2,2,3,40
Michael Jordan,11,23,8,10,2,7,3,0,0,4,2,32
Michael Jordan,10,30,12,12,2,6,5,3,0,1,2,32
Michael Jordan,13,23,5,5,1,6,4,0,1,2,1,35
Michael Jordan,16,29,9,10,4,1,7,3,2,3,2,44
Michael Jordan,6,19,2,3,3,6,6,0,0,0,3,14
Michael Jordan,15,26,2,2,1,2,3,0,1,2,0,34
Michael Jordan,9,21,12,13,3,6,5,4,0,3,4,31
Michael Jordan,8,19,6,8,2,3,7,2,0,1,2,23
Michael Jordan,11,24,11,12,2,4,7,2,0,1,2,35
Michael Jordan,7,17,2,3,0,3,6,6,0,3,1,17
Michael Jordan,8,15,5,8,3,5,8,4,1,1,0,21
Michael Jordan,12,20,5,6,4,4,4,2,0,3,0,33
Michael Jordan,21,28,9,10,2,9,2,6,0,4,3,53
Michael Jordan,12,26,6,7,1,7,3,1,1,7,3,32
Michael Jordan,12,25,11,12,0,6,5,1,0,3,2,37
Michael Jordan,14,22,2,3,0,6,3,3,2,3,2,33
Michael Jordan,14,29,7,7,2,14,5,1,3,0,4,37
Michael Jordan,15,32,8,10,2,9,4,1,0,2,5,38
Michael Jordan,7,16,6,6,2,7,3,2,0,6,3,20
Michael Jordan,14,24,7,7,0,11,5,1,0,1,3,36
Michael Jordan,14,22,8,8,5,4,2,0,2,2,3,36
Michael Jordan,5,12,3,6,0,5,7,1,1,0,3,13
Michael Jordan,6,15,9,10,4,5,6,2,0,1,1,21
Michael Jordan,11,23,8,8,1,7,3,2,0,1,4,32
Michael Jordan,13,24,13,16,3,4,3,4,2,4,2,40
Michael Jordan,10,16,2,3,0,5,4,3,0,3,0,24
Michael Jordan,10,30,5,5,1,2,1,2,0,1,2,27
Michael Jordan,13,27,13,19,4,7,5,1,0,1,2,40
Michael Jordan,8,18,1,4,3,4,3,3,0,3,0,17
Michael Jordan,10,16,1,1,2,1,0,4,1,2,2,23
Michael Jordan,11,18,6,6,3,9,3,1,0,3,0,32
Michael Jordan,9,27,3,4,1,8,4,2,1,4,1,22
Michael Jordan,11,18,4,4,1,4,1,1,0,2,1,30
Michael Jordan,9,23,4,5,0,2,6,1,1,3,4,24
Michael Jordan,11,22,3,3,1,3,4,4,0,1,0,26
Michael Jordan,14,24,5,5,3,2,7,7,0,5,4,34
Michael Jordan,11,22,6,9,4,6,1,1,0,2,2,28
Michael Jordan,14,28,5,6,3,5,12,3,0,2,4,33
Michael Jordan,7,14,3,5,2,3,6,0,1,1,5,17
Michael Jordan,17,25,7,8,1,4,6,2,0,3,3,41
Michael Jordan,8,15,7,8,1,5,8,3,0,3,1,23
Michael Jordan,10,22,8,10,3,8,5,1,2,1,1,29
Michael Jordan,6,12,2,3,2,6,6,1,1,2,4,14
Michael Jordan,13,20,7,8,1,3,3,7,1,1,0,33
Michael Jordan,12,25,5,6,0,5,7,1,1,2,4,29
Michael Jordan,15,32,4,4,0,4,4,4,0,3,1,34
Michael Jordan,5,12,4,4,3,3,7,3,0,2,3,14
Michael Jordan,14,24,10,10,1,6,12,3,1,3,3,38
Michael Jordan,11,15,2,3,0,2,7,3,1,1,2,24
Michael Jordan,15,19,7,9,1,4,3,2,2,1,4,37
Michael Jordan,13,18,5,6,0,2,4,2,0,1,2,32
Michael Jordan,12,22,3,3,1,3,7,0,1,2,5,27
Michael Jordan,14,25,5,7,4,3,9,8,1,2,3,33
Michael Jordan,16,28,3,4,0,6,3,2,2,5,3,35
Michael Jordan,13,23,5,7,0,4,5,3,1,4,2,31
Michael Jordan,8,15,4,6,2,6,8,1,2,3,3,20
Michael Jordan,11,17,2,2,5,4,6,5,3,2,1,24
Michael Jordan,14,22,11,12,3,6,6,6,2,2,2,39
Michael Jordan,13,22,7,7,3,2,6,1,0,1,2,33
Michael Jordan,14,30,5,6,8,7,9,2,1,1,3,33
Michael Jordan,10,20,9,12,2,5,5,0,2,2,4,29
Michael Jordan,14,23,8,10,3,5,3,3,2,3,5,37
Michael Jordan,17,25,7,7,1,13,7,3,1,1,3,42
Michael Jordan,10,24,11,11,3,7,4,4,0,2,2,31
Michael Jordan,13,22,6,7,0,3,7,3,1,4,2,32
Michael Jordan,12,26,6,7,1,2,4,4,3,3,4,30
Michael Jordan,18,28,4,5,2,4,4,2,2,1,1,41
Michael Jordan,16,27,8,11,0,4,9,0,1,1,3,40
Michael Jordan,12,23,7,7,0,6,6,2,1,5,4,31
Michael Jordan,11,21,11,13,3,0,3,2,0,5,4,33
Michael Jordan,13,27,7,7,1,9,9,3,2,2,5,34
Michael Jordan,11,27,7,8,0,4,4,3,1,2,5,29
Michael Jordan,13,28,4,4,0,7,8,3,0,4,2,30
Michael Jordan,17,28,3,5,1,5,5,3,1,3,1,37
Michael Jordan,9,23,16,19,4,2,5,4,0,2,4,35
Michael Jordan,10,14,3,4,0,3,2,6,0,3,2,26
Michael Jordan,9,22,17,18,0,3,3,3,0,3,6,36
Michael Jordan,10,18,11,16,1,5,8,2,0,2,0,31
Michael Jordan,10,22,3,3,1,6,9,6,1,2,1,23
Michael Jordan,7,14,10,11,1,1,5,2,0,3,4,24
Michael Jordan,10,21,10,12,1,8,3,0,2,2,1,30
Michael Jordan,12,22,7,9,0,4,7,2,2,3,2,32
Michael Jordan,13,20,2,2,0,2,3,2,3,0,2,29
Michael Jordan,11,26,3,4,2,9,7,3,0,7,0,26
Michael Jordan,11,24,10,11,1,5,5,5,2,3,3,32
Michael Jordan,15,27,10,10,3,9,4,1,0,2,4,40
Michael Jordan,11,17,11,11,1,2,4,6,0,0,2,34
Michael Jordan,12,22,4,5,0,3,3,3,2,0,2,29
Michael Jordan,17,29,4,8,2,6,4,5,3,0,1,39
Michael Jordan,11,20,6,6,1,10,8,2,0,5,2,29
Michael Jordan,8,23,6,6,0,5,2,6,0,3,4,22
Michael Jordan,9,23,12,13,2,7,2,2,1,5,3,30
Michael Jordan,14,29,9,10,1,4,2,3,0,1,3,37
Michael Jordan,10,13,4,4,2,7,9,1,1,6,4,25
Michael Jordan,7,15,5,5,2,3,10,1,0,1,2,20
Michael Jordan,15,26,9,14,1,7,4,3,2,1,4,39
Michael Jordan,12,21,10,12,1,4,8,2,1,4,3,34
Michael Jordan,14,25,9,10,0,3,3,5,0,2,3,37
Michael Jordan,11,19,7,7,0,6,2,0,1,3,2,31
Michael Jordan,9,14,2,3,0,5,11,0,1,3,3,22
Michael Jordan,8,23,4,5,1,4,5,2,1,4,5,20
Michael Jordan,15,25,9,9,0,2,5,3,2,2,4,39
Michael Jordan,15,25,4,7,5,2,4,3,3,0,3,34
Michael Jordan,16,26,10,11,1,0,4,0,2,3,4,42
Michael Jordan,7,17,5,5,0,5,5,2,1,1,2,20
Michael Jordan,12,36,13,13,3,4,9,2,0,4,3,37
Michael Jordan,17,26,10,12,0,4,6,5,2,4,2,44
Michael Jordan,15,30,4,5,2,6,4,3,0,2,1,34
Michael Jordan,13,26,12,14,0,5,9,5,2,5,4,39
Michael Jordan,16,27,9,14,1,3,5,4,2,0,2,41
Michael Jordan,10,18,7,8,0,6,8,1,0,0,0,28
Michael Jordan,12,21,4,6,0,5,4,0,1,2,3,28
Michael Jordan,13,24,13,15,3,5,4,0,1,3,5,40
Michael Jordan,17,27,12,14,0,5,2,3,2,5,3,46
Michael Jordan,9,20,8,9,2,3,5,3,0,2,2,26
Michael Jordan,15,22,11,13,3,2,5,4,2,4,5,41
Michael Jordan,6,15,6,6,2,1,1,2,0,2,2,18
Michael Jordan,10,19,8,12,1,4,7,5,2,2,5,28
Michael Jordan,9,21,11,12,0,2,7,3,0,5,4,29
Michael Jordan,13,21,3,3,2,1,9,2,0,4,5,31
Michael Jordan,18,33,14,16,0,3,2,9,2,2,4,52
Michael Jordan,14,24,8,11,1,5,3,3,4,6,2,36
Michael Jordan,17,31,8,12,2,5,6,3,1,1,2,42
Michael Jordan,14,27,5,6,1,5,6,5,1,3,2,33
Michael Jordan,24,29,4,4,3,6,1,4,2,4,2,52
Michael Jordan,12,21,10,13,1,8,9,1,0,6,4,34
Michael Jordan,16,20,0,0,1,10,8,1,1,2,3,32
Michael Jordan,7,15,11,12,2,10,7,5,4,6,4,26
Michael Jordan,19,27,11,14,2,9,7,1,0,6,3,52
Michael Jordan,11,24,4,4,2,8,7,4,0,3,3,26
Michael Jordan,11,25,11,13,4,4,5,2,1,3,1,33
Michael Jordan,16,31,7,8,3,8,6,2,3,2,5,39
Michael Jordan,14,20,10,11,2,7,5,5,0,6,4,38
Michael Jordan,4,16,10,11,3,4,7,1,2,3,1,18
Michael Jordan,10,17,15,17,3,8,5,1,1,5,3,35
Michael Jordan,14,25,9,10,2,9,4,2,0,1,3,38
Michael Jordan,11,24,6,6,2,12,6,2,0,1,3,28
Michael Jordan,10,22,8,9,3,4,7,6,0,2,4,28
Michael Jordan,12,25,12,12,0,6,5,3,0,3,2,36
Michael Jordan,11,23,18,22,4,3,8,4,0,1,0,42
Michael Jordan,14,26,5,6,2,3,4,6,0,7,5,33
Michael Jordan,18,30,6,6,3,9,4,3,0,4,3,43
Michael Jordan,14,27,9,12,1,8,3,3,0,3,2,37
Michael Jordan,13,26,5,5,2,5,4,4,2,2,1,31
Michael Jordan,15,30,11,15,1,9,11,6,0,4,5,41
Michael Jordan,13,24,5,5,2,9,7,2,0,2,2,32
Michael Jordan,12,21,3,5,1,4,4,2,1,2,2,27
Michael Jordan,17,29,14,16,4,6,9,3,0,4,2,48
Michael Jordan,7,15,10,11,1,3,10,3,1,6,4,24
Michael Jordan,13,24,12,13,1,11,11,3,0,6,4,38
Michael Jordan,13,23,16,17,1,8,11,8,0,2,2,42
Michael Jordan,10,18,2,4,1,5,13,4,1,2,4,22
Michael Jordan,14,25,6,8,3,2,7,2,1,1,3,34
Michael Jordan,20,28,13,15,1,13,8,2,1,4,4,53
Michael Jordan,10,20,4,5,1,2,6,3,0,1,1,24
Michael Jordan,14,25,5,5,0,6,12,2,1,2,5,33
Michael Jordan,14,25,5,8,3,8,9,3,1,1,4,33
Michael Jordan,7,24,7,10,3,9,10,2,1,5,6,21
Michael Jordan,15,21,10,12,1,6,8,4,0,6,2,40
Michael Jordan,10,24,9,12,2,4,10,5,1,3,3,29
Michael Jordan,10,18,7,8,2,4,10,1,1,1,3,28
Michael Jordan,11,20,9,10,2,5,5,2,0,3,3,32
Michael Jordan,9,20,5,8,3,3,9,2,1,6,2,23
Michael Jordan,11,14,9,16,2,3,3,3,1,3,4,32
Michael Jordan,16,26,17,18,2,6,5,3,0,4,4,50
Michael Jordan,9,19,5,6,0,3,9,2,3,7,4,23
Michael Jordan,13,22,7,8,2,4,7,1,0,4,3,33
Michael Jordan,10,14,4,5,0,4,5,1,0,6,4,24
Michael Jordan,10,18,13,15,0,4,8,4,0,2,2,33
Michael Jordan,7,12,4,5,1,4,3,3,0,4,3,18
Michael Jordan,11,16,2,2,4,2,8,2,1,4,1,24
Michael Jordan,10,18,7,11,2,6,9,2,1,6,4,28
Michael Jordan,10,16,8,8,1,2,10,2,0,4,4,28
Michael Jordan,15,27,4,5,3,8,4,3,0,2,2,34
Michael Jordan,8,13,2,2,1,7,15,1,3,3,3,18
Michael Jordan,7,15,4,4,3,11,14,3,2,1,0,21
Michael Jordan,12,22,4,5,1,5,12,3,0,8,3,28
Michael Jordan,9,16,13,14,1,4,9,4,1,4,5,33
Michael Jordan,11,24,6,7,0,6,10,0,1,2,1,28
Michael Jordan,7,20,7,8,1,7,16,1,0,5,3,21
Michael Jordan,10,20,12,12,0,10,9,1,0,3,5,32
Michael Jordan,10,20,13,16,3,4,17,6,0,7,4,34
Michael Jordan,8,18,5,5,1,11,12,3,0,6,3,21
Michael Jordan,13,24,7,9,1,11,11,4,0,5,4,33
Michael Jordan,9,19,14,16,1,9,10,2,1,4,4,32
Michael Jordan,15,29,6,7,2,8,10,3,1,3,4,37
Michael Jordan,11,23,5,5,5,9,12,2,2,3,2,27
Michael Jordan,10,15,13,15,4,6,12,6,1,3,1,33
Michael Jordan,11,23,8,8,2,11,10,2,0,2,2,31
Michael Jordan,11,18,18,21,1,6,11,2,0,1,6,40
Michael Jordan,13,29,14,14,4,6,12,1,0,2,3,40
Michael Jordan,17,30,13,14,2,9,13,4,2,4,3,47
Michael Jordan,12,27,5,7,2,8,12,3,2,4,2,29
Michael Jordan,8,14,6,6,0,3,3,2,1,5,2,22
Michael Jordan,11,21,11,13,1,10,9,2,3,5,3,34
Michael Jordan,9,20,12,13,2,3,4,1,1,6,4,30
Michael Jordan,13,31,8,11,6,8,11,2,1,1,1,34
Michael Jordan,9,19,7,8,3,2,3,1,0,3,3,25
Michael Jordan,19,31,15,17,3,11,6,3,1,0,3,54
Michael Jordan,10,18,4,6,0,5,6,5,1,4,5,24
Michael Jordan,13,24,14,17,2,3,7,3,0,4,1,40
Michael Jordan,15,24,14,14,1,5,2,2,0,3,2,45
Michael Jordan,8,22,10,11,3,3,5,2,0,2,4,26
Michael Jordan,8,15,8,9,0,4,6,3,1,4,4,25
Michael Jordan,11,25,4,8,6,7,7,2,0,4,2,27
Michael Jordan,12,26,16,19,1,9,3,1,0,2,3,40
Michael Jordan,12,26,5,7,3,3,7,1,0,2,3,32
Michael Jordan,5,13,5,6,0,0,7,2,0,4,1,16
Michael Jordan,12,30,9,10,2,5,7,2,0,2,2,34
Michael Jordan,12,29,4,5,6,8,9,3,0,3,3,29
Michael Jordan,9,18,7,10,3,4,4,2,2,7,3,26
Michael Jordan,8,15,6,6,0,9,13,3,0,4,4,22
Michael Jordan,11,16,14,15,2,3,7,0,1,5,4,36
Michael Jordan,15,27,5,5,8,9,7,1,1,1,0,35
Michael Jordan,14,25,7,9,0,8,10,4,1,4,4,36
Michael Jordan,13,21,0,0,0,9,9,1,0,1,3,29
Michael Jordan,18,29,3,4,1,6,7,2,1,2,1,41
Michael Jordan,14,20,7,9,2,5,5,2,0,1,2,38
Michael Jordan,13,28,7,10,2,7,7,2,2,0,2,33
Michael Jordan,15,29,5,5,0,7,5,2,1,7,1,37
Michael Jordan,20,37,10,10,1,4,7,4,0,3,3,52
Michael Jordan,10,17,7,8,0,4,4,2,0,4,4,29
Michael Jordan,5,13,6,6,1,3,6,2,0,4,2,16
Michael Jordan,12,17,1,2,1,1,4,4,1,3,4,28
Michael Jordan,10,26,13,15,1,4,7,3,0,4,4,34
Michael Jordan,13,26,2,2,1,6,10,4,3,3,4,28
Michael Jordan,15,32,8,9,1,7,8,4,0,1,4,38
Michael Jordan,19,31,3,3,0,4,6,4,0,3,4,43
Michael Jordan,13,23,6,7,1,8,5,5,1,6,3,35
Michael Jordan,6,17,3,4,3,5,5,2,1,4,2,16
Michael Jordan,13,30,8,8,2,5,5,2,1,2,0,35
Michael Jordan,19,28,7,9,2,2,6,1,0,2,4,45
Michael Jordan,11,21,4,6,0,5,10,4,0,0,1,28
Michael Jordan,9,24,8,9,1,3,8,3,0,5,3,26
Michael Jordan,17,30,3,3,3,9,8,1,2,2,3,44
Michael Jordan,12,24,12,16,3,6,3,7,0,7,1,36
Michael Jordan,10,17,18,20,1,9,7,4,2,4,4,42
Michael Jordan,11,31,9,11,2,4,2,2,1,4,5,32
Michael Jordan,12,27,7,9,2,3,11,2,0,1,3,31
Michael Jordan,15,25,8,8,2,5,4,4,0,3,3,39
Michael Jordan,7,14,2,3,2,5,9,1,1,4,2,16
Michael Jordan,16,31,3,4,2,4,5,2,0,3,0,35
Michael Jordan,17,32,8,8,3,0,5,2,0,3,3,44
Michael Jordan,12,21,8,12,0,4,4,0,1,8,3,32
Michael Jordan,5,18,4,6,0,1,8,1,1,4,2,15
Michael Jordan,8,16,10,11,1,3,6,3,0,3,4,26
Michael Jordan,21,43,7,10,1,6,2,0,1,0,1,49
Michael Jordan,10,14,5,6,0,3,4,2,0,5,2,26
Michael Jordan,15,26,9,10,1,2,4,2,1,0,4,39
Michael Jordan,11,25,8,9,2,4,9,2,0,5,3,30
Michael Jordan,12,25,9,10,2,8,10,1,0,6,4,35
Michael Jordan,12,24,8,9,1,7,8,2,2,5,4,32
Michael Jordan,13,25,17,19,2,4,6,3,0,3,4,43
Michael Jordan,8,12,5,6,0,4,4,1,2,0,2,23
Michael Jordan,11,23,13,15,0,6,11,4,0,2,4,36
Michael Jordan,14,26,5,6,2,6,6,4,0,2,5,35
Michael Jordan,12,29,19,22,5,2,4,7,0,3,5,43
Michael Jordan,17,27,10,10,2,5,3,5,1,2,5,45
Michael Jordan,11,19,11,12,2,6,7,1,1,4,2,34
Michael Jordan,8,17,1,3,0,8,7,1,0,3,3,20
Michael Jordan,13,21,3,4,2,6,10,2,1,2,2,32
Michael Jordan,8,19,4,4,3,5,5,2,2,3,2,21
Michael Jordan,10,20,7,9,2,2,6,5,0,1,2,27
Michael Jordan,18,32,5,6,2,4,5,5,1,3,1,41
Michael Jordan,16,28,9,10,1,4,6,5,0,1,3,43
Michael Jordan,14,24,0,0,4,8,5,6,0,2,0,28
Michael Jordan,23,37,21,23,7,11,6,4,1,2,5,69
Michael Jordan,20,34,8,9,1,11,4,5,2,2,3,49
Michael Jordan,20,29,6,9,2,4,7,3,3,5,2,47
Michael Jordan,8,19,12,12,1,3,10,0,2,0,4,29
Michael Jordan,14,23,8,10,1,6,3,4,1,2,2,38
Michael Jordan,15,26,10,13,2,1,4,2,1,0,3,43
Michael Jordan,9,15,3,4,1,4,7,3,1,2,5,22
Michael Jordan,10,16,5,6,1,5,10,8,2,4,3,26
Michael Jordan,10,21,0,1,1,2,5,1,0,2,4,21
Michael Jordan,11,24,1,2,3,4,6,4,0,6,5,23
Michael Jordan,13,24,7,8,1,10,6,2,1,6,3,35
Michael Jordan,12,26,6,6,3,3,7,5,1,3,4,32
Michael Jordan,21,29,3,3,1,7,9,3,0,3,5,45
Michael Jordan,10,23,1,2,3,7,4,2,0,2,3,22
LeBron James,9,21,4,8,1,6,6,2,1,3,4,22
LeBron James,7,15,8,12,2,7,9,0,1,5,3,22
LeBron James,6,15,3,4,2,5,13,3,0,5,3,15
LeBron James,8,20,13,15,2,6,3,2,1,1,1,29
LeBron James,13,23,15,16,2,7,6,4,0,5,1,41
LeBron James,11,24,4,7,2,7,8,1,4,4,2,27
LeBron James,13,29,11,13,4,9,4,0,0,2,1,41
LeBron James,16,24,8,10,0,5,6,3,0,2,2,41
LeBron James,10,20,2,4,1,7,11,3,0,5,4,22
LeBron James,13,21,9,11,3,2,7,2,2,2,2,38
LeBron James,9,20,12,17,0,8,4,0,1,3,3,31
LeBron James,8,21,9,10,1,5,6,4,0,3,1,25
LeBron James,8,19,7,7,1,6,8,2,0,2,3,24
LeBron James,7,14,9,11,0,4,1,1,1,1,0,26
LeBron James,7,12,0,0,0,3,3,1,3,0,0,14
LeBron James,9,13,2,4,1,6,8,3,1,2,2,23
LeBron James,12,27,7,10,1,6,5,2,1,3,3,32
LeBron James,5,10,10,10,0,5,6,5,1,0,0,21
LeBron James,4,12,3,4,2,6,11,1,3,2,2,11
LeBron James,8,17,7,8,2,3,4,2,2,3,3,25
LeBron James,11,18,7,8,0,5,4,3,0,2,1,31
LeBron James,10,22,7,8,2,2,5,0,2,1,4,29
LeBron James,9,21,9,12,3,4,7,1,3,0,2,28
LeBron James,10,19,11,12,2,4,9,4,1,1,2,33
LeBron James,14,20,2,4,0,6,3,2,2,0,1,32
LeBron James,13,20,7,8,3,7,8,0,0,6,3,33
LeBron James,14,24,1,2,2,2,7,3,1,3,1,31
LeBron James,11,23,5,7,1,8,5,3,1,7,2,27
LeBron James,6,13,6,10,0,5,6,3,1,3,1,18
LeBron James,12,19,7,12,0,6,9,0,1,2,1,33
LeBron James,12,24,11,14,0,2,7,0,2,5,2,38
LeBron James,3,8,8,8,1,9,11,2,3,5,1,16
LeBron James,11,22,5,8,0,6,10,1,2,7,4,30
LeBron James,9,16,3,3,0,4,4,2,2,4,1,21
LeBron James,13,25,9,9,1,6,6,4,3,3,2,38
LeBron James,9,15,11,14,0,11,10,3,1,2,2,30
LeBron James,8,28,11,16,3,11,7,1,1,8,4,28
LeBron James,12,24,5,6,3,11,7,3,1,4,3,29
LeBron James,9,25,4,8,2,7,4,4,1,6,1,23
LeBron James,14,30,3,4,0,7,14,1,0,2,1,34
LeBron James,10,24,10,16,2,7,8,3,2,2,2,32
LeBron James,14,27,4,6,4,10,9,1,0,2,1,33
LeBron James,5,10,13,15,5,10,11,0,3,2,1,23
LeBron James,10,27,3,6,1,7,8,1,1,2,1,23
LeBron James,9,17,5,6,0,7,6,3,1,3,2,25
LeBron James,12,25,6,11,4,0,8,1,1,5,3,33
LeBron James,9,20,13,13,1,6,4,1,2,3,3,33
LeBron James,17,33,16,19,0,9,11,0,2,3,1,52
LeBron James,5,20,4,8,3,5,12,0,0,1,1,16
LeBron James,15,21,13,14,0,7,4,1,1,7,1,47
LeBron James,9,18,7,8,2,4,6,2,1,3,1,26
LeBron James,9,17,2,2,1,8,9,1,1,5,1,20
LeBron James,16,29,15,22,1,4,9,0,0,6,3,55
LeBron James,6,13,8,10,0,5,9,2,1,0,0,20
LeBron James,4,10,6,8,0,5,8,0,1,2,1,15
LeBron James,7,21,5,6,0,1,0,1,2,3,4,21
LeBron James,12,23,3,3,4,10,4,2,0,1,2,30
